"subject" "activityName" "time_or_freq" "accleration" "instrument" "jerk_measure" "Magnitude_measure" "mean_or_std" "axis" "Average"
30 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.575410267076923
13 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.406173351578947
9 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.419104362884615
12 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.5314863218
1 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.534713440421053
8 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.4044825094375
23 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.00623647528983051
25 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.690413386081081
5 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.633429995714286
28 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.574579748518518
10 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.558512650188679
24 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.511115619482759
15 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.723051140740741
16 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.45663628254902
2 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.615898188474576
17 "WALKING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.543872996229508
3 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.738705863898305
1 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.726040200754717
21 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.603127367234043
23 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.46895638372549
13 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.689235778909091
20 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.533201712745098
22 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.528567802619048
4 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.762772175
12 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.750114855961538
9 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.677831082857143
7 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.631919608823529
11 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.803845087037037
2 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.625090981458333
6 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.571673957058824
25 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.830526636615385
5 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.668825711276596
18 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.784728430344828
15 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.783004506458333
26 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.715726893818182
8 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.508248316829268
27 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.657139420784314
14 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.391077873148148
16 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.620123586470588
28 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.68790763372549
24 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.562727123050847
17 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.680325770833333
29 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.710116591836735
10 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.662894135319149
19 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.50771620575
30 "WALKING_UPSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.78475388
3 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.613525074285714
13 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.356579475531915
7 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.397774503468085
14 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.244857128202222
20 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.405294896466667
18 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.678751080363636
9 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.425377408333333
11 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.628902742826087
24 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.328569968545455
22 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.535893778333333
19 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.0983930104846154
6 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.389057047125
15 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.461599141904762
17 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.573043711086957
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.401721464285714
21 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.293237567085333
23 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.09851956305
25 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.734990064137931
4 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.668867334444444
26 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.3967016908
5 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.551178075319149
8 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.0846674186842105
29 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.547320886875
27 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.474755492045455
10 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.396147929736842
16 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.36402669587234
12 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.544461425869565
28 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.48848835173913
30 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.535515048387097
2 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.408227423191489
3 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.9771595725
29 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.990445861666667
4 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.9816994482
10 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.98911086
7 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.974699194375
12 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.981408871764706
28 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.978327769444445
6 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.961636555090909
21 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.986845672352941
25 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989156105538462
30 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988971211935484
9 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.9649413418
11 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984349606792453
5 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.97602233
27 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989282516857143
13 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988612100204082
19 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988151915753425
20 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.978458923030303
26 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.990693114358974
14 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.978180020925926
24 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.986008449264706
2 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988570804130435
22 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.981272224354839
8 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.986185349347826
1 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988339184893617
23 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.977936447205882
18 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.99014167631579
16 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984362469130435
17 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.99081824828125
15 "SITTING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.987694113559322
2 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984599905185185
3 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.975595949508197
20 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.963973097671233
7 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.974533710754717
27 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.98820826225
30 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.973954338305085
4 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.976229505535714
12 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.978792832786885
5 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.96807230125
19 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.987524587534247
21 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.979723339662921
13 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.987871530526316
10 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.979428729090909
8 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984465744444444
11 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.990378149574468
9 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.972588748666667
24 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.979936740869565
22 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984305238253968
18 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989275839041096
28 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.973572051898734
6 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.969895845789474
17 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.991450377692308
16 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.98865796025641
14 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.973594305166667
23 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.976241315882353
15 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.986654459433962
29 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.991316374615385
26 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.987428086216216
25 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.987898048378378
1 "STANDING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.992349818113207
30 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.982281553142857
27 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989901169864865
14 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.97491443
28 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.974530843125
6 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.963567540877193
13 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.983670049354839
26 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989370490789474
29 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.993107759855072
20 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.985707806323529
12 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.972713844666667
11 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.983302949122807
3 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.983711904677419
7 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.975072995192308
10 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.978582339137931
8 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.968699222962963
21 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.984925270666667
4 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.980261236296296
18 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.990744752923077
5 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.986135599038462
22 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.976833164027778
9 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.9597147176
25 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.971885370136986
19 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988558703373494
23 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.985502011944444
24 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.983185637916667
16 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.988348904571428
1 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.9605869872
15 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.980745097361111
2 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.989345368541667
17 "LAYING" "Frequency" "Body" "Acclerometer" "Y" "N" "std" "Z" -0.983854158873239
7 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.327243240701754
21 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.297814843538462
18 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.37600552125
11 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.422842071864407
20 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.208342792019608
22 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.00865921919565217
26 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.340185527559322
6 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.296538717368421
19 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0489049407963461
14 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.402639098135593
29 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.174337940226415
27 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.348475560526316
4 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.440829971333333
3 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.360356726034483
30 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.346394275230769
13 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.346980394210526
9 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.238353562692308
12 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.128898533096
1 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.283740258842105
8 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.173605736002083
23 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.313521773389831
25 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.596007443513514
5 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.294098534232143
28 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.293003522222222
10 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.178709734396226
24 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.47076236637931
15 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.327961801111111
16 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.404692523921569
2 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.423642838474576
17 "WALKING" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.31950017295082
3 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.313123437627119
1 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.35470802509434
21 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.240808282276596
23 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.243887818513725
13 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.296284597454545
20 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.116088676011765
22 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0835738640921429
4 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.204933042903846
12 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.290149192307692
9 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.36144437755102
7 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.29487297445098
11 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.238802959018519
2 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.304376406458333
6 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0501350188513725
25 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.459775646153846
5 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0457237779851064
18 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.380168286724138
15 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0260971840270833
26 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.169006952418182
8 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.171712174634146
27 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.295439547254902
14 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.309396717592593
16 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.397083831568627
28 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.242062430294118
24 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.344399351355932
17 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.062952754100625
29 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0867715569693878
10 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.161591924234043
19 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.1287420952375
30 "WALKING_UPSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.350504475230769
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0574100475102041
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.0681563626617021
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0660815600978723
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0178313402266667
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0745098785288889
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.302634565090909
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.213392270547619
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.142456557034783
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.08273248054
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.348618168333333
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.626917070512821
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.383681639791667
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.406471051190476
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.187719760269565
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0300353383483878
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.224343492244444
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0441392843425926
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" -0.253756934258621
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0111935496222222
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.17395384962
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.275046110468085
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.0241393473736842
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.167383602458333
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.167407531090909
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.295733547631579
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Acclerometer" "N" "N" "std" "X" 0.207251997929787
